city,year,weekofyear,total_cases
sj,2012,12,134
sj,2012,13,7
sj,2012,14,4
sj,2012,15,13
sj,2012,16,44
sj,2012,17,7
sj,2012,18,37
sj,2012,19,42
sj,2012,20,31
sj,2012,21,25
sj,2012,22,13
sj,2012,23,18
sj,2012,24,11
sj,2012,25,90
sj,2012,26,9
sj,2012,27,20
sj,2012,28,5
sj,2012,29,23
sj,2012,30,33
sj,2012,31,71
sj,2012,32,10
sj,2012,33,24
sj,2012,34,11
sj,2012,35,64
sj,2012,36,27
sj,2012,37,115
sj,2012,38,147
sj,2012,39,5
sj,2012,40,7
sj,2012,41,41
sj,2012,42,48
sj,2012,43,54
sj,2012,44,4
sj,2012,45,52
sj,2012,46,38
sj,2012,47,52
sj,2012,48,10
sj,2012,49,18
sj,2012,50,15
sj,2012,51,4
sj,2013,1,8
sj,2013,2,22
sj,2013,3,14
sj,2013,4,9
sj,2013,5,9
sj,2013,6,45
sj,2013,7,12
sj,2013,8,8
sj,2013,9,7
sj,2013,10,70
sj,2013,11,29
sj,2013,12,6
sj,2013,13,4
sj,2013,14,20
sj,2013,15,5
sj,2013,16,61
sj,2013,17,43
iq,2010,26,10
iq,2010,27,7
iq,2010,28,68
iq,2010,29,12
iq,2010,30,18
iq,2010,31,110
iq,2010,32,63
iq,2010,33,4
iq,2010,34,133
iq,2010,35,83
iq,2010,36,10
iq,2010,37,75
iq,2010,38,35
iq,2010,39,56
iq,2010,40,466
iq,2010,41,66
iq,2010,42,91
iq,2010,43,18
iq,2010,44,29
iq,2010,45,243
iq,2010,46,51
iq,2010,47,52
iq,2010,48,55
iq,2010,49,50
iq,2010,50,24
iq,2010,51,6
iq,2011,52,310
iq,2011,1,87
iq,2011,2,61
iq,2011,3,40
iq,2011,4,4
iq,2011,5,22
iq,2011,6,269
iq,2011,7,106
iq,2011,8,59
iq,2011,9,102
iq,2011,10,29
iq,2011,11,69
iq,2011,12,84
iq,2011,13,106
iq,2011,14,22
iq,2011,15,197
iq,2011,16,22
iq,2011,17,72
iq,2011,18,15
iq,2011,19,6
iq,2011,20,12
iq,2011,21,88
iq,2011,22,24
iq,2011,23,186
iq,2011,24,135
iq,2011,25,17
iq,2011,26,20
iq,2011,27,32
iq,2011,28,54
iq,2011,29,4
iq,2011,30,51
iq,2011,31,19
iq,2011,32,65
iq,2011,33,11
iq,2011,34,19
iq,2011,35,13
iq,2011,36,5
iq,2011,37,18
iq,2011,38,43
iq,2011,39,17
iq,2011,40,49
iq,2011,41,22
iq,2011,42,31
iq,2011,43,24
iq,2011,44,18
iq,2011,45,22
iq,2011,46,40
iq,2011,47,4
iq,2011,48,7
iq,2011,49,20
iq,2011,50,531
iq,2011,51,104
iq,2012,52,58
iq,2012,1,134
iq,2012,2,8
iq,2012,3,31
iq,2012,4,10
iq,2012,5,22
iq,2012,6,69
iq,2012,7,4
iq,2012,8,7
iq,2012,9,23
iq,2012,10,53
iq,2012,11,4
iq,2012,12,13
iq,2012,13,5
iq,2012,14,5
iq,2012,15,17
iq,2012,16,176
iq,2012,17,76
iq,2012,18,11
iq,2012,19,35
iq,2012,20,37
iq,2012,21,4
iq,2012,22,4
iq,2012,23,13
iq,2012,24,23
iq,2012,25,27
iq,2012,26,53
iq,2012,27,88
iq,2012,28,35
iq,2012,29,12
iq,2012,30,29
iq,2012,31,44
iq,2012,32,33
iq,2012,33,14
iq,2012,34,81
iq,2012,35,13
iq,2012,36,50
iq,2012,37,80
iq,2012,38,98
iq,2012,39,114
iq,2012,40,32
iq,2012,41,1
iq,2012,42,2
iq,2012,43,101
iq,2012,44,7
iq,2012,45,91
iq,2012,46,66
iq,2012,47,66
iq,2012,48,66
iq,2012,49,5
iq,2012,50,37
iq,2012,51,74
iq,2013,1,139
iq,2013,2,8
iq,2013,3,4
iq,2013,4,36
iq,2013,5,42
iq,2013,6,22
iq,2013,7,25
iq,2013,8,123
iq,2013,9,10
iq,2013,10,12
iq,2013,11,88
iq,2013,12,15
iq,2013,13,66
iq,2013,14,39
iq,2013,15,51
iq,2013,16,246
iq,2013,17,7
iq,2013,18,19
iq,2013,19,31
iq,2013,20,72
iq,2013,21,66
iq,2013,22,15
iq,2013,23,4
iq,2013,24,4
iq,2013,25,5
iq,2013,26,4
