city,year,weekofyear,total_cases
sj,2011,7,13
sj,2011,8,19
sj,2011,9,18
sj,2011,10,20
sj,2011,11,6
sj,2011,12,16
sj,2011,13,22
sj,2011,14,18
sj,2011,15,23
sj,2011,16,24
sj,2011,17,7
sj,2011,18,23
sj,2011,19,10
sj,2011,20,18
sj,2011,21,37
sj,2011,22,7
sj,2011,23,6
sj,2011,24,62
sj,2011,25,22
sj,2011,26,6
sj,2011,27,16
sj,2011,28,6
sj,2011,29,22
sj,2011,30,67
sj,2011,31,22
sj,2011,32,17
sj,2011,33,32
sj,2011,34,30
sj,2011,35,25
sj,2011,36,42
sj,2011,37,29
sj,2011,38,35
sj,2011,39,43
sj,2011,40,25
sj,2011,41,14
sj,2011,42,8
sj,2011,43,11
sj,2011,44,6
sj,2011,45,30
sj,2011,46,21
sj,2011,47,101
sj,2011,48,13
sj,2011,49,16
sj,2011,50,18
sj,2011,51,12
sj,2012,52,6
sj,2012,1,18
sj,2012,2,26
sj,2012,3,10
sj,2012,4,13
sj,2012,5,13
sj,2012,6,18
sj,2012,7,13
sj,2012,8,12
sj,2012,9,11
sj,2012,10,16
sj,2012,11,25
sj,2012,12,6
sj,2012,13,8
sj,2012,14,27
sj,2012,15,6
sj,2012,16,15
sj,2012,17,6
sj,2012,18,43
sj,2012,19,12
sj,2012,20,30
sj,2012,21,27
sj,2012,22,26
sj,2012,23,16
sj,2012,24,6
sj,2012,25,27
sj,2012,26,6
sj,2012,27,16
sj,2012,28,10
sj,2012,29,13
sj,2012,30,27
sj,2012,31,13
sj,2012,32,27
sj,2012,33,15
sj,2012,34,15
sj,2012,35,29
sj,2012,36,29
sj,2012,37,23
sj,2012,38,25
sj,2012,39,13
sj,2012,40,10
sj,2012,41,18
sj,2012,42,8
sj,2012,43,24
sj,2012,44,32
sj,2012,45,53
sj,2012,46,40
sj,2012,47,23
sj,2012,48,7
sj,2012,49,23
sj,2012,50,6
sj,2012,51,14
sj,2013,1,13
sj,2013,2,16
sj,2013,3,11
sj,2013,4,10
sj,2013,5,19
sj,2013,6,22
sj,2013,7,12
sj,2013,8,14
sj,2013,9,8
sj,2013,10,6
sj,2013,11,7
sj,2013,12,6
sj,2013,13,9
sj,2013,14,11
sj,2013,15,50
sj,2013,16,10
sj,2013,17,11
iq,2010,26,7
iq,2010,27,6
iq,2010,28,6
iq,2010,29,13
iq,2010,30,3
iq,2010,31,0
iq,2010,32,6
iq,2010,33,0
iq,2010,34,0
iq,2010,35,0
iq,2010,36,0
iq,2010,37,0
iq,2010,38,1
iq,2010,39,1
iq,2010,40,0
iq,2010,41,0
iq,2010,42,0
iq,2010,43,5
iq,2010,44,2
iq,2010,45,9
iq,2010,46,0
iq,2010,47,11
iq,2010,48,11
iq,2010,49,12
iq,2010,50,3
iq,2010,51,10
iq,2011,52,13
iq,2011,1,10
iq,2011,2,22
iq,2011,3,3
iq,2011,4,16
iq,2011,5,7
iq,2011,6,7
iq,2011,7,8
iq,2011,8,12
iq,2011,9,7
iq,2011,10,8
iq,2011,11,50
iq,2011,12,19
iq,2011,13,10
iq,2011,14,7
iq,2011,15,35
iq,2011,16,11
iq,2011,17,6
iq,2011,18,3
iq,2011,19,2
iq,2011,20,6
iq,2011,21,4
iq,2011,22,8
iq,2011,23,10
iq,2011,24,1
iq,2011,25,7
iq,2011,26,1
iq,2011,27,1
iq,2011,28,0
iq,2011,29,0
iq,2011,30,6
iq,2011,31,7
iq,2011,32,1
iq,2011,33,7
iq,2011,34,3
iq,2011,35,3
iq,2011,36,5
iq,2011,37,5
iq,2011,38,2
iq,2011,39,7
iq,2011,40,13
iq,2011,41,17
iq,2011,42,9
iq,2011,43,4
iq,2011,44,6
iq,2011,45,7
iq,2011,46,14
iq,2011,47,2
iq,2011,48,5
iq,2011,49,3
iq,2011,50,8
iq,2011,51,2
iq,2012,52,15
iq,2012,1,2
iq,2012,2,4
iq,2012,3,14
iq,2012,4,0
iq,2012,5,5
iq,2012,6,8
iq,2012,7,4
iq,2012,8,13
iq,2012,9,8
iq,2012,10,4
iq,2012,11,6
iq,2012,12,1
iq,2012,13,9
iq,2012,14,5
iq,2012,15,5
iq,2012,16,9
iq,2012,17,10
iq,2012,18,15
iq,2012,19,0
iq,2012,20,12
iq,2012,21,1
iq,2012,22,5
iq,2012,23,3
iq,2012,24,8
iq,2012,25,4
iq,2012,26,0
iq,2012,27,4
iq,2012,28,9
iq,2012,29,8
iq,2012,30,5
iq,2012,31,2
iq,2012,32,0
iq,2012,33,0
iq,2012,34,0
iq,2012,35,0
iq,2012,36,4
iq,2012,37,6
iq,2012,38,5
iq,2012,39,3
iq,2012,40,19
iq,2012,41,12
iq,2012,42,7
iq,2012,43,14
iq,2012,44,8
iq,2012,45,8
iq,2012,46,3
iq,2012,47,16
iq,2012,48,12
iq,2012,49,6
iq,2012,50,13
iq,2012,51,4
iq,2013,1,8
iq,2013,2,6
iq,2013,3,4
iq,2013,4,0
iq,2013,5,18
iq,2013,6,4
iq,2013,7,7
iq,2013,8,32
iq,2013,9,15
iq,2013,10,8
iq,2013,11,21
iq,2013,12,3
iq,2013,13,23
iq,2013,14,17
iq,2013,15,6
iq,2013,16,18
iq,2013,17,8
iq,2013,18,5
iq,2013,19,6
iq,2013,20,25
iq,2013,21,5
iq,2013,22,9
iq,2013,23,5
iq,2013,24,5
iq,2013,25,10
iq,2013,26,8
