city,year,weekofyear,total_cases
sj,2010,18,14
sj,2010,19,16
sj,2010,20,26
sj,2010,21,24
sj,2010,22,62
sj,2010,23,41
sj,2010,24,32
sj,2010,25,43
sj,2010,26,20
sj,2010,27,28
sj,2010,28,30
sj,2010,29,20
sj,2010,30,21
sj,2010,31,25
sj,2010,32,32
sj,2010,33,39
sj,2010,34,36
sj,2010,35,51
sj,2010,36,31
sj,2010,37,28
sj,2010,38,25
sj,2010,39,21
sj,2010,40,31
sj,2010,41,44
sj,2010,42,24
sj,2010,43,22
sj,2010,44,34
sj,2010,45,22
sj,2010,46,11
sj,2010,47,16
sj,2010,48,16
sj,2010,49,9
sj,2010,50,8
sj,2010,51,12
sj,2011,52,10
sj,2011,1,21
sj,2011,2,15
sj,2011,3,19
sj,2011,4,10
sj,2011,5,10
sj,2011,6,13
sj,2011,7,12
sj,2011,8,13
sj,2011,9,12
sj,2011,10,8
sj,2011,11,10
sj,2011,12,10
sj,2011,13,12
sj,2011,14,16
sj,2011,15,10
sj,2011,16,11
sj,2011,17,8
sj,2011,18,21
sj,2011,19,10
sj,2011,20,18
sj,2011,21,22
sj,2011,22,23
sj,2011,23,17
sj,2011,24,58
sj,2011,25,51
sj,2011,26,35
sj,2011,27,22
sj,2011,28,30
sj,2011,29,18
sj,2011,30,64
sj,2011,31,25
sj,2011,32,50
sj,2011,33,24
sj,2011,34,78
sj,2011,35,15
sj,2011,36,19
sj,2011,37,35
sj,2011,38,20
sj,2011,39,24
sj,2011,40,27
sj,2011,41,17
sj,2011,42,16
sj,2011,43,16
sj,2011,44,17
sj,2011,45,17
sj,2011,46,16
sj,2011,47,21
sj,2011,48,25
sj,2011,49,22
sj,2011,50,30
sj,2011,51,17
sj,2012,52,14
sj,2012,1,19
sj,2012,2,16
sj,2012,3,14
sj,2012,4,14
sj,2012,5,10
sj,2012,6,11
sj,2012,7,12
sj,2012,8,11
sj,2012,9,9
sj,2012,10,9
sj,2012,11,9
sj,2012,12,8
sj,2012,13,18
sj,2012,14,11
sj,2012,15,9
sj,2012,16,16
sj,2012,17,9
sj,2012,18,22
sj,2012,19,23
sj,2012,20,14
sj,2012,21,22
sj,2012,22,14
sj,2012,23,15
sj,2012,24,13
sj,2012,25,38
sj,2012,26,36
sj,2012,27,28
sj,2012,28,16
sj,2012,29,14
sj,2012,30,23
sj,2012,31,26
sj,2012,32,30
sj,2012,33,35
sj,2012,34,25
sj,2012,35,21
sj,2012,36,21
sj,2012,37,22
sj,2012,38,18
sj,2012,39,21
sj,2012,40,24
sj,2012,41,42
sj,2012,42,24
sj,2012,43,19
sj,2012,44,28
sj,2012,45,13
sj,2012,46,36
sj,2012,47,20
sj,2012,48,16
sj,2012,49,19
sj,2012,50,15
sj,2012,51,9
sj,2013,1,15
sj,2013,2,17
sj,2013,3,11
sj,2013,4,9
sj,2013,5,11
sj,2013,6,10
sj,2013,7,11
sj,2013,8,9
sj,2013,9,9
sj,2013,10,10
sj,2013,11,14
sj,2013,12,9
sj,2013,13,8
sj,2013,14,11
sj,2013,15,12
sj,2013,16,7
sj,2013,17,16
iq,2010,26,4
iq,2010,27,2
iq,2010,28,5
iq,2010,29,2
iq,2010,30,1
iq,2010,31,3
iq,2010,32,2
iq,2010,33,1
iq,2010,34,2
iq,2010,35,4
iq,2010,36,6
iq,2010,37,1
iq,2010,38,3
iq,2010,39,3
iq,2010,40,3
iq,2010,41,8
iq,2010,42,6
iq,2010,43,5
iq,2010,44,4
iq,2010,45,7
iq,2010,46,10
iq,2010,47,9
iq,2010,48,7
iq,2010,49,7
iq,2010,50,6
iq,2010,51,7
iq,2011,52,1
iq,2011,1,6
iq,2011,2,8
iq,2011,3,3
iq,2011,4,2
iq,2011,5,7
iq,2011,6,4
iq,2011,7,10
iq,2011,8,6
iq,2011,9,8
iq,2011,10,4
iq,2011,11,4
iq,2011,12,8
iq,2011,13,5
iq,2011,14,7
iq,2011,15,3
iq,2011,16,3
iq,2011,17,2
iq,2011,18,6
iq,2011,19,2
iq,2011,20,3
iq,2011,21,4
iq,2011,22,3
iq,2011,23,2
iq,2011,24,3
iq,2011,25,2
iq,2011,26,2
iq,2011,27,2
iq,2011,28,4
iq,2011,29,2
iq,2011,30,1
iq,2011,31,4
iq,2011,32,4
iq,2011,33,1
iq,2011,34,2
iq,2011,35,2
iq,2011,36,2
iq,2011,37,3
iq,2011,38,4
iq,2011,39,3
iq,2011,40,3
iq,2011,41,8
iq,2011,42,5
iq,2011,43,5
iq,2011,44,3
iq,2011,45,6
iq,2011,46,8
iq,2011,47,6
iq,2011,48,6
iq,2011,49,4
iq,2011,50,5
iq,2011,51,6
iq,2012,52,5
iq,2012,1,3
iq,2012,2,5
iq,2012,3,3
iq,2012,4,2
iq,2012,5,5
iq,2012,6,4
iq,2012,7,4
iq,2012,8,6
iq,2012,9,2
iq,2012,10,3
iq,2012,11,2
iq,2012,12,2
iq,2012,13,6
iq,2012,14,3
iq,2012,15,5
iq,2012,16,7
iq,2012,17,7
iq,2012,18,6
iq,2012,19,2
iq,2012,20,5
iq,2012,21,2
iq,2012,22,3
iq,2012,23,3
iq,2012,24,2
iq,2012,25,2
iq,2012,26,3
iq,2012,27,2
iq,2012,28,2
iq,2012,29,6
iq,2012,30,4
iq,2012,31,3
iq,2012,32,2
iq,2012,33,4
iq,2012,34,4
iq,2012,35,2
iq,2012,36,4
iq,2012,37,2
iq,2012,38,1
iq,2012,39,9
iq,2012,40,3
iq,2012,41,6
iq,2012,42,6
iq,2012,43,6
iq,2012,44,5
iq,2012,45,5
iq,2012,46,7
iq,2012,47,5
iq,2012,48,5
iq,2012,49,6
iq,2012,50,7
iq,2012,51,6
iq,2013,1,6
iq,2013,2,5
iq,2013,3,2
iq,2013,4,7
iq,2013,5,6
iq,2013,6,5
iq,2013,7,9
iq,2013,8,5
iq,2013,9,11
iq,2013,10,5
iq,2013,11,6
iq,2013,12,8
iq,2013,13,4
iq,2013,14,6
iq,2013,15,11
iq,2013,16,4
iq,2013,17,8
iq,2013,18,2
iq,2013,19,4
iq,2013,20,3
iq,2013,21,2
iq,2013,22,3
iq,2013,23,2
iq,2013,24,2
iq,2013,25,2
iq,2013,26,3
