city,year,weekofyear,total_cases
sj,2011,28,14
sj,2011,29,27
sj,2011,30,24
sj,2011,31,36
sj,2011,32,14
sj,2011,33,14
sj,2011,34,14
sj,2011,35,19
sj,2011,36,22
sj,2011,37,18
sj,2011,38,18
sj,2011,39,14
sj,2011,40,14
sj,2011,41,19
sj,2011,42,21
sj,2011,43,19
sj,2011,44,22
sj,2011,45,20
sj,2011,46,29
sj,2011,47,17
sj,2011,48,16
sj,2011,49,16
sj,2011,50,14
sj,2011,51,15
sj,2012,52,14
sj,2012,1,15
sj,2012,2,23
sj,2012,3,14
sj,2012,4,14
sj,2012,5,14
sj,2012,6,15
sj,2012,7,14
sj,2012,8,15
sj,2012,9,14
sj,2012,10,22
sj,2012,11,14
sj,2012,12,14
sj,2012,13,15
sj,2012,14,14
sj,2012,15,14
sj,2012,16,14
sj,2012,17,14
sj,2012,18,24
sj,2012,19,14
sj,2012,20,25
sj,2012,21,14
sj,2012,22,14
sj,2012,23,14
sj,2012,24,14
sj,2012,25,37
sj,2012,26,14
sj,2012,27,17
sj,2012,28,16
sj,2012,29,14
sj,2012,30,25
sj,2012,31,15
sj,2012,32,21
sj,2012,33,16
sj,2012,34,17
sj,2012,35,18
sj,2012,36,23
sj,2012,37,18
sj,2012,38,139
sj,2012,39,18
sj,2012,40,14
sj,2012,41,20
sj,2012,42,15
sj,2012,43,14
sj,2012,44,14
sj,2012,45,43
sj,2012,46,21
sj,2012,47,23
sj,2012,48,14
sj,2012,49,15
sj,2012,50,18
sj,2012,51,14
sj,2013,1,14
sj,2013,2,16
sj,2013,3,14
sj,2013,4,14
sj,2013,5,15
sj,2013,6,14
sj,2013,7,14
sj,2013,8,14
sj,2013,9,14
sj,2013,10,15
sj,2013,11,15
sj,2013,12,14
sj,2013,13,14
sj,2013,14,15
sj,2013,15,27
sj,2013,16,16
sj,2013,17,21
iq,2010,26,3
iq,2010,27,2
iq,2010,28,4
iq,2010,29,3
iq,2010,30,3
iq,2010,31,2
iq,2010,32,1
iq,2010,33,2
iq,2010,34,1
iq,2010,35,2
iq,2010,36,3
iq,2010,37,0
iq,2010,38,5
iq,2010,39,2
iq,2010,40,3
iq,2010,41,3
iq,2010,42,2
iq,2010,43,5
iq,2010,44,10
iq,2010,45,1
iq,2010,46,1
iq,2010,47,3
iq,2010,48,3
iq,2010,49,3
iq,2010,50,3
iq,2010,51,3
iq,2011,52,4
iq,2011,1,2
iq,2011,2,2
iq,2011,3,2
iq,2011,4,2
iq,2011,5,8
iq,2011,6,6
iq,2011,7,4
iq,2011,8,10
iq,2011,9,2
iq,2011,10,7
iq,2011,11,1
iq,2011,12,2
iq,2011,13,5
iq,2011,14,3
iq,2011,15,1
iq,2011,16,1
iq,2011,17,3
iq,2011,18,6
iq,2011,19,3
iq,2011,20,1
iq,2011,21,1
iq,2011,22,0
iq,2011,23,3
iq,2011,24,2
iq,2011,25,2
iq,2011,26,2
iq,2011,27,3
iq,2011,28,0
iq,2011,29,1
iq,2011,30,2
iq,2011,31,1
iq,2011,32,2
iq,2011,33,1
iq,2011,34,3
iq,2011,35,2
iq,2011,36,2
iq,2011,37,3
iq,2011,38,4
iq,2011,39,2
iq,2011,40,3
iq,2011,41,3
iq,2011,42,6
iq,2011,43,1
iq,2011,44,2
iq,2011,45,2
iq,2011,46,5
iq,2011,47,3
iq,2011,48,4
iq,2011,49,3
iq,2011,50,3
iq,2011,51,4
iq,2012,52,3
iq,2012,1,1
iq,2012,2,4
iq,2012,3,3
iq,2012,4,2
iq,2012,5,4
iq,2012,6,5
iq,2012,7,5
iq,2012,8,8
iq,2012,9,4
iq,2012,10,3
iq,2012,11,3
iq,2012,12,2
iq,2012,13,3
iq,2012,14,2
iq,2012,15,4
iq,2012,16,3
iq,2012,17,2
iq,2012,18,3
iq,2012,19,3
iq,2012,20,4
iq,2012,21,2
iq,2012,22,3
iq,2012,23,3
iq,2012,24,2
iq,2012,25,1
iq,2012,26,1
iq,2012,27,3
iq,2012,28,3
iq,2012,29,4
iq,2012,30,1
iq,2012,31,3
iq,2012,32,3
iq,2012,33,3
iq,2012,34,1
iq,2012,35,3
iq,2012,36,3
iq,2012,37,2
iq,2012,38,2
iq,2012,39,2
iq,2012,40,3
iq,2012,41,4
iq,2012,42,2
iq,2012,43,1
iq,2012,44,4
iq,2012,45,2
iq,2012,46,5
iq,2012,47,6
iq,2012,48,3
iq,2012,49,5
iq,2012,50,19
iq,2012,51,3
iq,2013,1,7
iq,2013,2,3
iq,2013,3,3
iq,2013,4,3
iq,2013,5,2
iq,2013,6,5
iq,2013,7,6
iq,2013,8,5
iq,2013,9,3
iq,2013,10,7
iq,2013,11,3
iq,2013,12,5
iq,2013,13,7
iq,2013,14,8
iq,2013,15,7
iq,2013,16,6
iq,2013,17,2
iq,2013,18,1
iq,2013,19,5
iq,2013,20,3
iq,2013,21,2
iq,2013,22,4
iq,2013,23,1
iq,2013,24,3
iq,2013,25,1
iq,2013,26,2
