city,year,weekofyear,total_cases
sj,2012,13,50
sj,2012,14,30
sj,2012,15,32
sj,2012,16,33
sj,2012,17,19
sj,2012,18,27
sj,2012,19,35
sj,2012,20,32
sj,2012,21,33
sj,2012,22,30
sj,2012,23,24
sj,2012,24,21
sj,2012,25,24
sj,2012,26,39
sj,2012,27,36
sj,2012,28,45
sj,2012,29,41
sj,2012,30,84
sj,2012,31,51
sj,2012,32,73
sj,2012,33,97
sj,2012,34,102
sj,2012,35,60
sj,2012,36,26
sj,2012,37,48
sj,2012,38,43
sj,2012,39,33
sj,2012,40,32
sj,2012,41,41
sj,2012,42,68
sj,2012,43,39
sj,2012,44,66
sj,2012,45,37
sj,2012,46,41
sj,2012,47,58
sj,2012,48,34
sj,2012,49,42
sj,2012,50,44
sj,2012,51,33
sj,2013,1,33
sj,2013,2,41
sj,2013,3,38
sj,2013,4,35
sj,2013,5,45
sj,2013,6,40
sj,2013,7,28
sj,2013,8,59
sj,2013,9,33
sj,2013,10,62
sj,2013,11,19
sj,2013,12,27
sj,2013,13,25
sj,2013,14,30
sj,2013,15,23
sj,2013,16,39
sj,2013,17,28
iq,2010,26,3
iq,2010,27,3
iq,2010,28,5
iq,2010,29,2
iq,2010,30,4
iq,2010,31,1
iq,2010,32,3
iq,2010,33,3
iq,2010,34,2
iq,2010,35,2
iq,2010,36,3
iq,2010,37,2
iq,2010,38,1
iq,2010,39,2
iq,2010,40,2
iq,2010,41,2
iq,2010,42,4
iq,2010,43,5
iq,2010,44,5
iq,2010,45,5
iq,2010,46,5
iq,2010,47,5
iq,2010,48,6
iq,2010,49,4
iq,2010,50,7
iq,2010,51,2
iq,2011,52,2
iq,2011,1,2
iq,2011,2,2
iq,2011,3,2
iq,2011,4,3
iq,2011,5,2
iq,2011,6,4
iq,2011,7,6
iq,2011,8,6
iq,2011,9,5
iq,2011,10,6
iq,2011,11,5
iq,2011,12,6
iq,2011,13,4
iq,2011,14,9
iq,2011,15,6
iq,2011,16,5
iq,2011,17,4
iq,2011,18,4
iq,2011,19,2
iq,2011,20,1
iq,2011,21,2
iq,2011,22,1
iq,2011,23,2
iq,2011,24,4
iq,2011,25,2
iq,2011,26,2
iq,2011,27,2
iq,2011,28,2
iq,2011,29,3
iq,2011,30,2
iq,2011,31,5
iq,2011,32,3
iq,2011,33,3
iq,2011,34,3
iq,2011,35,3
iq,2011,36,3
iq,2011,37,2
iq,2011,38,3
iq,2011,39,3
iq,2011,40,3
iq,2011,41,6
iq,2011,42,7
iq,2011,43,7
iq,2011,44,1
iq,2011,45,6
iq,2011,46,5
iq,2011,47,5
iq,2011,48,6
iq,2011,49,6
iq,2011,50,6
iq,2011,51,5
iq,2012,52,6
iq,2012,1,5
iq,2012,2,6
iq,2012,3,2
iq,2012,4,3
iq,2012,5,5
iq,2012,6,5
iq,2012,7,2
iq,2012,8,2
iq,2012,9,2
iq,2012,10,5
iq,2012,11,2
iq,2012,12,3
iq,2012,13,7
iq,2012,14,2
iq,2012,15,5
iq,2012,16,5
iq,2012,17,6
iq,2012,18,5
iq,2012,19,2
iq,2012,20,6
iq,2012,21,2
iq,2012,22,3
iq,2012,23,3
iq,2012,24,3
iq,2012,25,3
iq,2012,26,3
iq,2012,27,2
iq,2012,28,2
iq,2012,29,3
iq,2012,30,4
iq,2012,31,2
iq,2012,32,2
iq,2012,33,3
iq,2012,34,3
iq,2012,35,3
iq,2012,36,3
iq,2012,37,2
iq,2012,38,2
iq,2012,39,2
iq,2012,40,3
iq,2012,41,3
iq,2012,42,2
iq,2012,43,6
iq,2012,44,4
iq,2012,45,5
iq,2012,46,6
iq,2012,47,8
iq,2012,48,6
iq,2012,49,5
iq,2012,50,5
iq,2012,51,5
iq,2013,1,5
iq,2013,2,2
iq,2013,3,3
iq,2013,4,6
iq,2013,5,2
iq,2013,6,6
iq,2013,7,7
iq,2013,8,6
iq,2013,9,8
iq,2013,10,6
iq,2013,11,6
iq,2013,12,5
iq,2013,13,6
iq,2013,14,5
iq,2013,15,6
iq,2013,16,5
iq,2013,17,7
iq,2013,18,2
iq,2013,19,6
iq,2013,20,6
iq,2013,21,2
iq,2013,22,3
iq,2013,23,3
iq,2013,24,2
iq,2013,25,4
iq,2013,26,3
