city,year,weekofyear,total_cases
sj,2012,26,27
sj,2012,27,17
sj,2012,28,13
sj,2012,29,13
sj,2012,30,25
sj,2012,31,13
sj,2012,32,21
sj,2012,33,13
sj,2012,34,15
sj,2012,35,13
sj,2012,36,18
sj,2012,37,13
sj,2012,38,13
sj,2012,39,13
sj,2012,40,13
sj,2012,41,19
sj,2012,42,14
sj,2012,43,20
sj,2012,44,14
sj,2012,45,27
sj,2012,46,18
sj,2012,47,25
sj,2012,48,13
sj,2012,49,13
sj,2012,50,20
sj,2012,51,13
sj,2013,1,25
sj,2013,2,13
sj,2013,3,18
sj,2013,4,13
sj,2013,5,13
sj,2013,6,22
sj,2013,7,13
sj,2013,8,13
sj,2013,9,13
sj,2013,10,25
sj,2013,11,13
sj,2013,12,13
sj,2013,13,14
sj,2013,14,18
sj,2013,15,37
sj,2013,16,13
sj,2013,17,17
iq,2010,26,6
iq,2010,27,10
iq,2010,28,14
iq,2010,29,7
iq,2010,30,3
iq,2010,31,3
iq,2010,32,0
iq,2010,33,0
iq,2010,34,0
iq,2010,35,3
iq,2010,36,3
iq,2010,37,3
iq,2010,38,5
iq,2010,39,3
iq,2010,40,1
iq,2010,41,3
iq,2010,42,4
iq,2010,43,4
iq,2010,44,5
iq,2010,45,3
iq,2010,46,4
iq,2010,47,3
iq,2010,48,7
iq,2010,49,7
iq,2010,50,3
iq,2010,51,3
iq,2011,52,10
iq,2011,1,3
iq,2011,2,8
iq,2011,3,7
iq,2011,4,3
iq,2011,5,3
iq,2011,6,12
iq,2011,7,9
iq,2011,8,9
iq,2011,9,7
iq,2011,10,3
iq,2011,11,12
iq,2011,12,7
iq,2011,13,12
iq,2011,14,3
iq,2011,15,3
iq,2011,16,7
iq,2011,17,4
iq,2011,18,5
iq,2011,19,2
iq,2011,20,9
iq,2011,21,7
iq,2011,22,15
iq,2011,23,3
iq,2011,24,2
iq,2011,25,2
iq,2011,26,2
iq,2011,27,2
iq,2011,28,2
iq,2011,29,2
iq,2011,30,3
iq,2011,31,9
iq,2011,32,3
iq,2011,33,2
iq,2011,34,2
iq,2011,35,4
iq,2011,36,0
iq,2011,37,3
iq,2011,38,10
iq,2011,39,5
iq,2011,40,9
iq,2011,41,8
iq,2011,42,3
iq,2011,43,3
iq,2011,44,8
iq,2011,45,4
iq,2011,46,7
iq,2011,47,3
iq,2011,48,3
iq,2011,49,5
iq,2011,50,3
iq,2011,51,2
iq,2012,52,7
iq,2012,1,5
iq,2012,2,3
iq,2012,3,4
iq,2012,4,2
iq,2012,5,7
iq,2012,6,9
iq,2012,7,3
iq,2012,8,3
iq,2012,9,3
iq,2012,10,5
iq,2012,11,3
iq,2012,12,2
iq,2012,13,6
iq,2012,14,3
iq,2012,15,6
iq,2012,16,5
iq,2012,17,3
iq,2012,18,9
iq,2012,19,2
iq,2012,20,8
iq,2012,21,2
iq,2012,22,3
iq,2012,23,7
iq,2012,24,3
iq,2012,25,2
iq,2012,26,2
iq,2012,27,2
iq,2012,28,7
iq,2012,29,9
iq,2012,30,2
iq,2012,31,2
iq,2012,32,0
iq,2012,33,2
iq,2012,34,1
iq,2012,35,2
iq,2012,36,2
iq,2012,37,3
iq,2012,38,6
iq,2012,39,4
iq,2012,40,3
iq,2012,41,5
iq,2012,42,4
iq,2012,43,3
iq,2012,44,3
iq,2012,45,4
iq,2012,46,3
iq,2012,47,6
iq,2012,48,7
iq,2012,49,9
iq,2012,50,3
iq,2012,51,3
iq,2013,1,9
iq,2013,2,4
iq,2013,3,9
iq,2013,4,7
iq,2013,5,3
iq,2013,6,4
iq,2013,7,8
iq,2013,8,6
iq,2013,9,6
iq,2013,10,5
iq,2013,11,4
iq,2013,12,3
iq,2013,13,5
iq,2013,14,9
iq,2013,15,5
iq,2013,16,9
iq,2013,17,3
iq,2013,18,8
iq,2013,19,9
iq,2013,20,8
iq,2013,21,2
iq,2013,22,6
iq,2013,23,11
iq,2013,24,3
iq,2013,25,31
iq,2013,26,2
